Pourquoi	Rt	POURQUOI
c'	Pd	CE
est	Vuc	ÊTRE
moi	Pp	JE
qui	Pr	QUI
le	Da	LE
tue	Nc	TUÉ
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
moi	Pp	JE
qui	Pr	QUI
l'	Pp	IL
ai	Vuc	AVOIR
conduit	Vvc	CONDUIRE
dans	S	DANS
cet	Dd	CE
instant	Nc	INSTANT
fatal	Ag	FATAL
,	Fw	,
Dans	Vvc	Dans
les	Da	LE
bras	Nc	BRAS
d'	S	DE
une	Dn	UN
amante	Nc	AMANT
,	Fw	,
et	Cc	ET
dans	S	DANS
ceux	Pd	CELUI
d'	S	DE
un	Dn	UN
rival	Nc	RIVAL
.	Fs	.
Mais	Cc	MAIS
Roxane	Vvc	Roxane
parait	Vvc	PARAÎTRE|PARER
;	Fw	;
que	Cs	QUE
j'	Pp	JE
en	Pp	EN
suis	Vuc	ÊTRE
alarmée	Ge	ALARMER
!	Fs	!
Elle	Pp	IL
a	Vuc	AVOIR
l'	Da	LE
air	Nc	AIR
trop	Rg	TROP
content	Ag	CONTENT
pour	S	POUR
n'	Rp	NE
être	Vun	ÊTRE
pas	Rg	PAS
aimée	Ge	AIMER
.	Fs	.
Vous	Pp	VOUS
me	Pp	JE
devez	Vvc	DEVOIR
ici	Rg	ICI
quelque	Di	QUELQUE
remerciement	Nc	REMERCIEMENT
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
j'	Pp	JE
ai	Vuc	AVOIR
sauvé	Ge	SAUVER
le	Da	LE
jour	Nc	JOUR
à	S	À
votre	Ds	VOTRE
amant	Nc	AMANT
;	Fw	;
Vous	Nc	Vous
voyez	Vvc	VOIR
de	S	DE
quel	Dt	QUEL
air	Nc	AIR
pour	S	POUR
vous	Pp	VOUS
je	Pp	JE
m'	Pp	JE
intéresse	Vvc	INTÉRESSER
:	Fw	:
Mais	Cc	MAIS
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
d'	S	DE
où	Pr	OÙ
vient	Vvc	VENIR
cette	Dd	CE
sombre	Ag	SOMBRE
tristesse	Nc	TRISTESSE
?	Fs	?
Était	Nc	Était
-ce	Vvc	-ce
pour	S	POUR
vos	Ds	VOTRE
yeux	Nc	OEIL|YEUX
un	Dn	UN
spectacle	Nc	SPECTACLE
plus	Rg	PLUS
doux	Ag	DOUX
,	Fw	,
De	Vvc	De
voir	Vvn	VOIR
Léonatus	Nc	Léonatus
prêt	Ag	PRÊT
à	S	À
mourir	Vvn	MOURIR
pour	S	POUR
vous	Pp	VOUS
?	Fs	?
Il	Pp	IL
eut	Vuc	AVOIR
mieux	Rg	MIEUX
par	S	PAR
sa	Ds	SON
mort	Nc	MORT
signalé	Ge	SIGNALER
sa	Ds	SON
tendresse	Nc	TENDRESSE
;	Fw	;
Mais	Vvc	Mais
c'	Pd	CE
est	Vuc	ÊTRE
pousser	Vvn	POUSSER
trop	Rg	TROP
loin	Rg	LOIN
votre	Ds	VOTRE
délicatesse	Nc	DÉLICATESSE
,	Fw	,
Je	Vvc	Je
vous	Pp	VOUS
viens	Vvc	VENIR
d'	S	DE
épargner	Vvn	ÉPARGNER
de	S	DE
sensibles	Ag	SENSIBLE
regrets	Nc	REGRET
,	Fw	,
Nous	Vvc	Nous
avons	Vuc	AVOIR
un	Dn	UN
otage	Nc	OTAGE
assuré	Ge	ASSURER
de	S	DE
la	Da	LE
Paix	Nc	PAIX
;	Fw	;
Pour	Nc	POUR
peu	Rg	PEU
qu'	Cs	QUE
à	S	À
mes	Ds	MON
desseins	Nc	DESSEIN
sa	Ds	SON
prudence	Nc	PRUDENCE
réponde	Vvc	RÉPONDRE
,	Fw	,
Nous	Vvc	Nous
allons	Vvc	ALLER
disposer	Vvn	DISPOSER
de	S	DE
l'	Da	LE
Empire	Nc	EMPIRE
du	S+Da	DE+LE
Monde	Nc	MONDE
.	Fs	.
Madame	Nc	MADAME
,	Fw	,
je	Pp	JE
prends	Vvc	PRENDRE
part	Nc	PART
à	S	À
ce	Dd	CE
rare	Ag	RARE
bonheur	Nc	BONHEUR
,	Fw	,
Mais	Vvc	Mais
avez	Vuc	AVOIR
-vous	Ge	-vous
déjà	Rg	DÉJÀ
disposé	Ge	DISPOSER
de	S	DE
son	Ds	SON
coeur	Nc	CUR
?	Fs	?
Vous	Pp	VOUS
êtes	Vuc	ÊTRE
généreuse	Ag	GÉNÉREUX
,	Fw	,
il	Pp	IL
est	Vuc	ÊTRE
vrai	Ag	VRAI
,	Fw	,
je	Pp	JE
l'	Pp	IL
avoue	Vvc	AVOUER
,	Fw	,
Ce	Vvc	Ce
que	Cs	QUE
vous	Pp	VOUS
avez	Vuc	AVOIR
fait	Ge	FAIRE
mérite	Vvc	MÉRITER
qu'	Cs	QUE
on	Pp	ON
vous	Pp	VOUS
loue	Vvc	LOUER|LOVER
;	Fw	;
Il	Vvc	Il
vous	Pp	VOUS
doit	Vvc	DEVOIR
tout	Rg	TOUT
enfin	Rg	ENFIN
...	Fs	...
Mais	Vvc	Mais
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
entre	S	ENTRE
nous	Pp	NOUS
,	Fw	,
Vous	Nc	Vous
l'	Pp	IL
avez	Vuc	AVOIR
conservé	Ge	CONSERVER
moins	Rg	MOINS
pour	S	POUR
moi	Pp	JE
que	Cs	QUE
pour	S	POUR
vous	Pp	VOUS
.	Fs	.
J'	Pp	JE
ai	Vuc	AVOIR
fait	Ge	FAIRE
ce	Pd	CE
que	Pr	QUE
j'	Pp	JE
ai	Vuc	AVOIR
dû	Ge	DEVOIR
,	Fw	,
mais	Cc	MAIS
à	S	À
parler	Vvn	PARLER
sans	S	SANS
feindre	Vvn	FEINDRE
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
pour	S	POUR
ses	Ds	SON
jours	Nc	JOUR|JOURS
un	Dn	UN
rival	Nc	RIVAL
est	Vuc	ÊTRE
à	S	À
craindre	Vvn	CRAINDRE
;	Fw	;
Un	Vvc	Un
rival	Nc	RIVAL
méprisé	Ge	MÉPRISER
,	Fw	,
jaloux	Nc	JALOUX
,	Fw	,
et	Cc	ET
furieux	Ag	FURIEUX
,	Fw	,
Peut	Vvc	POUVOIR
le	Pp	IL
faire	Vvn	FAIRE
expirer	Vvn	EXPIRER
malgré	S	MALGRÉ
nous	Pp	NOUS
à	S	À
nos	Ds	NOTRE
yeux	Nc	OEIL|YEUX
:	Fw	:
Je	Pp	JE
l'	Pp	IL
ai	Vuc	AVOIR
vu	Ge	VOIR
,	Fw	,
sa	Ds	SON
fureur	Nc	FUREUR
m'	Pp	JE
a	Vuc	AVOIR
paru	Ge	PARAÎTRE
sans	S	SANS
égale	Nc	ÉGAL
,	Fw	,
Et	Vvc	Et
pour	S	POUR
moi	Pp	JE
si	Cs	SI
j'	Pp	JE
aimais	Vvc	AIMER
,	Fw	,
que	Cs	QUE
j'	Pp	JE
eusse	Vuc	AVOIR
une	Dn	UN
rivale	Nc	RIVAL
,	Fw	,
Mon	Nc	Mon
plaisir	Nc	PLAISIR
le	Da	LE
plus	Rg	PLUS
doux	Ag	DOUX
,	Fw	,
je	Pp	JE
ne	Rp	NE
puis	Vvc	POUVOIR
le	Pp	IL
celer	Vvn	CELER
,	Fw	,
Ce	Vvc	Ce
serait	Vuc	ÊTRE
à	S	À
mes	Ds	MON
yeux	Nc	OEIL|YEUX
de	S	DE
la	Pp	IL
faire	Vvn	FAIRE
immoler	Vvn	IMMOLER
;	Fw	;
J'	Vvc	J'
entre	S	ENTRE
dans	S	DANS
ses	Ds	SON
transports	Nc	TRANSPORT|TRANSPORTS
,	Fw	,
et	Cc	ET
connais	Vvc	CONNAÎTRE
sa	Ds	SON
tendresse	Nc	TENDRESSE
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
pour	S	POUR
Léonatus	Nc	Léonatus
que	Cs	QUE
ma	Ds	MON
crainte	Nc	CRAINTE
vous	Pp	VOUS
presse	Vvc	PRESSER
,	Fw	,
Perdiccas	Vvc	Perdiccas
est	Vuc	ÊTRE
puissant	Ag	PUISSANT
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
et	Cc	ET
vos	Ds	VOTRE
refus	Nc	REFUS
Vont	Vvc	ALLER
faire	Vvn	FAIRE
malgré	S	MALGRÉ
nous	Pp	NOUS
périr	Vvn	PÉRIR
Léonatus	Nc	Léonatus
.	Fs	.
Je	Pp	JE
ne	Rp	NE
réponds	Vvc	RÉPONDRE
de	S	DE
rien	Pi	RIEN
dans	S	DANS
sa	Ds	SON
fureur	Nc	FUREUR
extrême	Ag	EXTRÊME
.	Fs	.
Moi	Pp	JE
,	Fw	,
je	Pp	JE
réponds	Vvc	RÉPONDRE
de	S	DE
tout	Pi	TOUT
,	Fw	,
puis	Vvc	POUVOIR
que	Cs	QUE
Roxane	Vvc	Roxane
l'	Pp	IL
aime	Vvc	AIMER
,	Fw	,
Il	Vvc	Il
est	Vuc	ÊTRE
entre	S	ENTRE
vos	Ds	VOTRE
mains	Nc	MAIN
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
assez	Rg	ASSEZ
,	Fw	,
Il	Vvc	Il
est	Vuc	ÊTRE
en	S	EN
sûreté	Nc	SÛRETÉ
plus	Rg	PLUS
que	Cs	QUE
vous	Pp	VOUS
ne	Rp	NE
pensez	Vvc	PENSER
.	Fs	.
Non	Rg	NON
,	Fw	,
ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
assez	Rg	ASSEZ
pour	S	POUR
assurer	Vvn	ASSURER
sa	Ds	SON
vie	Nc	VIE
,	Fw	,
Il	Vvc	Il
faut	Vvc	FAILLIR|FALLOIR
qu'	Cs	QUE
à	S	À
Perdiccas	Nc	Perdiccas
Statira	Vvc	Statira
soit	Vuc	ÊTRE
unie	Ge	UNIR
.	Fs	.
Moi	Pp	JE
,	Fw	,
Madame	Nc	MADAME
?	Fs	?
Oui	Rg	OUI
,	Fw	,
vous	Pp	VOUS
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
l'	Da	LE
unique	Ag	UNIQUE
moyen	Nc	MOYEN
De	Vvc	De
retenir	Vvn	RETENIR
son	Ds	SON
bras	Nc	BRAS
aussi-bien	Nc	aussi-bien
que	Cs	QUE
le	Da	LE
mien	Ps	MIEN
;	Fw	;
Sans	Vvc	Sans
balancer	Vvn	BALANCER
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
qu'	Cs	QUE
il	Pp	IL
vous	Pp	VOUS
épouse	Vvc	ÉPOUSER
,	Fw	,
Perdiccas	Vvc	Perdiccas
est	Vuc	ÊTRE
jaloux	Ag	JALOUX
,	Fw	,
et	Cc	ET
Roxane	Vvc	Roxane
est	Vuc	ÊTRE
jalouse	Ag	JALOUX
;	Fw	;
Mais	Vvc	Mais
ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
assez	Rg	ASSEZ
:	Fw	:
je	Pp	JE
viens	Vvc	VENIR
vous	Pp	VOUS
avertir	Vvn	AVERTIR
Qu'	Vvc	Qu'
aux	S+Da	À+LES
yeux	Nc	OEIL|YEUX
de	S	DE
votre	Ds	VOTRE
amant	Nc	AMANT
il	Pp	IL
y	Pp	Y
faut	Vvc	FAILLIR|FALLOIR
consentir	Vvn	CONSENTIR
;	Fw	;
J'	Vvc	J'
attends	Vvc	ATTENDRE
Léonatus	Nc	Léonatus
,	Fw	,
et	Cc	ET
c'	Pd	CE
est	Vuc	ÊTRE
en	S	EN
ma	Ds	MON
présence	Nc	PRÉSENCE
Qu'	Vvc	Qu'
il	Pp	IL
vous	Pp	VOUS
faut	Vvc	FAILLIR|FALLOIR
accepter	Vvn	ACCEPTER
une	Dn	UN
telle	Ag	TEL
alliance	Nc	ALLIANCE
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
le	Pp	IL
recevoir	Vvn	RECEVOIR
avec	S	AVEC
un	Dn	UN
air	Nc	AIR
glacé	Ge	GLACER
,	Fw	,
Qu'	Vvc	Qu'
avec	S	AVEC
lui	Pp	IL
le	Da	LE
présent	Nc	PRÉSENT
démente	Ag	DÉMENT
le	Pp	IL
passé	Ge	PASSER
;	Fw	;
De	Vvc	De
concert	Nc	CONCERT
avec	S	AVEC
moi	Pp	JE
Perdiccas	Vvc	Perdiccas
sait	Vvc	SAVOIR
l'	Pp	IL
instruire	Vvn	INSTRUIRE
Que	Vvc	Que
votre	Ds	VOTRE
coeur	Nc	CUR
consent	Vvc	CONSENTIR
à	S	À
l'	Da	LE
Hymen	Nc	HYMEN
qu'	Pr	QUE
il	Pp	IL
désire	Vvc	DÉSIRER
;	Fw	;
Il	Vvc	Il
va	Vvc	ALLER
venir	Vvn	VENIR
sans-doute	Nc	sans-doute
,	Fw	,
inquiet	Ag	INQUIET
,	Fw	,
alarmé	Ge	ALARMER
,	Fw	,
Mais	Vvc	Mais
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
par	S	PAR
vous	Pp	VOUS
cet	Dd	CE
Hymen	Nc	HYMEN
confirmé	Ge	CONFIRMER
...	Fs	...
Quoi	Vvc	Quoi
?	Fs	?
Je	Pp	JE
pourrais	Vvc	POUVOIR
pour	S	POUR
lui	Pp	IL
...	Fs	...
Du	Vvc	Du
moins	Rg	MOINS
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
le	Pp	IL
feindre	Vvn	FEINDRE
;	Fw	;
Pour	Nc	POUR
lui	Pp	IL
,	Fw	,
pour	S	POUR
vous	Pp	VOUS
,	Fw	,
pour	S	POUR
moi	Pp	JE
,	Fw	,
vous	Pp	VOUS
avez	Vuc	AVOIR
tout	Pi	TOUT
à	S	À
craindre	Vvn	CRAINDRE
;	Fw	;
Vous	Nc	Vous
m'	Pp	JE
entendez	Vvc	ENTENDRE
,	Fw	,
songez	Vvc	SONGER
qu'	Cs	QUE
en	S	EN
ce	Dd	CE
fatal	Ag	FATAL
moment	Nc	MOMENT
Vous	Nc	Vous
allez	Vvc	ALLER
décider	Vvn	DÉCIDER
du	S+Da	DE+LE
sort	Nc	SORT
de	S	DE
votre	Ds	VOTRE
amant	Nc	AMANT
;	Fw	;
Vous	Nc	Vous
avez	Vuc	AVOIR
dans	S	DANS
vos	Ds	VOTRE
mains	Nc	MAIN
votre	Ds	VOTRE
vie	Nc	VIE
et	Cc	ET
la	Da	LE
sienne	Ps	SIEN
,	Fw	,
Celle	Vvc	Celle
de	S	DE
Perdiccas	Vvc	Perdiccas
aussi	Rg	AUSSI
bien	Rg	BIEN
que	Cs	QUE
la	Da	LE
mienne	Ps	MIEN
,	Fw	,
Et	Vvc	Et
si	Cs	SI
nous	Pp	NOUS
n'	Rp	NE
avons	Vuc	AVOIR
pas	Rg	PAS
ce	Pd	CE
que	Pr	QUE
nous	Pp	NOUS
chérissons	Vvc	CHÉRIR
,	Fw	,
Nous	Vvc	Nous
pourrons	Vvc	POUVOIR
perdre	Vvn	PERDRE
au	S+Da	À+LE
moins	Rg	MOINS
ce	Pd	CE
que	Pr	QUE
nous	Pp	NOUS
haïssons	Vvc	HAÏR
;	Fw	;
Songez	Vvc	SONGER
par	S	PAR
des	Dn	UN
froideurs	Nc	FROIDEUR
à	S	À
préparer	Vvn	PRÉPARER
son	Ds	SON
âme	Nc	ÂME
,	Fw	,
À	Nc	À
changer	Vvn	CHANGER
comme	Cs	COMME
vous	Pp	VOUS
et	Cc	ET
d'	S	DE
objet	Nc	OBJET
et	Cc	ET
de	S	DE
flamme	Nc	FLAMME
,	Fw	,
Ou	Vvc	Ou
tremblez	Nc	TREMBLÉ
...	Fs	...
Hé	Vvc	Hé
,	Fw	,
mon	Ds	MON
coeur	Nc	CUR
pourrait	Vvc	POUVOIR
il	Pp	IL
obéir	Vvn	OBÉIR
?	Fs	?
Mes	Ds	MON
yeux	Nc	OEIL|YEUX
et	Cc	ET
mes	Ds	MON
soupirs	Nc	SOUPIR
,	Fw	,
tout	Pi	TOUT
saura	Vvc	SAURER|SAVOIR
me	Pp	JE
trahir	Vvn	TRAHIR
.	Fs	.
Dois	Vvc	DEVOIR
-je	Vvc	-je
faire	Vvn	FAIRE
à	S	À
mes	Ds	MON
feux	Nc	FEU|FEUX
l'	Da	LE
indigne	Ag	INDIGNE
violence	Nc	VIOLENCE
?	Fs	?
...	Fs	...
Vos	Nc	Vos
feux	Nc	FEU|FEUX
,	Fw	,
de	S	DE
Perdiccas	Nc	Perdiccas
armeront	Vvc	ARMER
la	Da	LE
vengeance	Nc	VENGEANCE
;	Fw	;
Mais	Vvc	Mais
croyez	Vvc	CROIRE
-moi	Vvc	-moi
,	Fw	,
feignez	Vvc	FEINDRE
,	Fw	,
il	Pp	IL
y	Pp	Y
va	Vvc	ALLER
de	S	DE
vos	Ds	VOTRE
jours	Nc	JOUR|JOURS
.	Fs	.
Cruelle	Ag	CRUEL
,	Fw	,
faudra-t-il	Vvc	faudra-t-il
que	Cs	QUE
je	Pp	JE
feigne	Vvc	FEINDRE
toujours	Rg	TOUJOURS
?	Fs	?
Peut-être	Vvc	Peut-être
que	Cs	QUE
sa	Ds	SON
mort	Nc	MORT
saura	Vvc	SAURER|SAVOIR
moins	Rg	MOINS
vous	Pp	VOUS
contraindre	Vvn	CONTRAINDRE
,	Fw	,
Et	Vvc	Et
Perdiccas	Vvc	Perdiccas
...	Fs	...
Hé	Vvc	Hé
bien	Rg	BIEN
?	Fs	?
Il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
tâcher	Vvn	TÂCHER
de	S	DE
feindre	Vvn	FEINDRE
;	Fw	;
Dieux	Ag	Dieux
!	Fs	!
Il	Pp	IL
vient	Vvc	VENIR
;	Fw	;
ah	I	AH
sortons	Vvc	SORTIR
.	Fs	.
Madame	Nc	MADAME
,	Fw	,
demeurez	Vvc	DEMEURER
,	Fw	,
Et	Vvc	Et
songez	Vvc	SONGER
bien	Rg	BIEN
sur	S	SUR
tout	Pi	TOUT
à	S	À
ce	Pd	CE
que	Pr	QUE
vous	Pp	VOUS
direz	Vvc	DIRE
.	Fs	.
Je	Pp	JE
ne	Rp	NE
suis	Vuc	ÊTRE
point	Rg	POINT
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
accablé	Ge	ACCABLER
de	S	DE
ma	Ds	MON
chute	Nc	CHUTE
,	Fw	,
À	Nc	À
de	S	DE
plus	Rg	PLUS
grands	Ag	GRAND
malheurs	Nc	MALHEUR
je	Pp	JE
vois	Vvc	ALLER|VOIR
mon	Ds	MON
âme	Nc	ÂME
en	S	EN
butte	Nc	BUTTE
,	Fw	,
Je	Vvc	Je
perds	Vvc	PERDRE
la	Da	LE
liberté	Nc	LIBERTÉ
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
un	Dn	UN
léger	Ag	LÉGER
revers	Nc	REVERS
;	Fw	;
Mais	Vvc	Mais
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
on	Pp	ON
m'	Pp	JE
apprend	Vvc	APPRENDRE
de	S	DE
plus	Rg	PLUS
,	Fw	,
que	Cs	QUE
je	Pp	JE
vous	Pp	VOUS
perds	Vvc	PERDRE
.	Fs	.
Vous	Pp	VOUS
me	Pp	JE
voyez	Vvc	VOIR
surpris	Ge	SURPRENDRE
d'	S	DE
une	Dn	UN
étrange	Ag	ÉTRANGE
nouvelle	Nc	NOUVEAU|NOUVELLE
,	Fw	,
Elle	Vvc	Elle
vient	Vvc	VENIR
cependant	Rg	CEPENDANT
d'	S	DE
une	Dn	UN
bouche	Nc	BOUCHE
fidèle	Ag	FIDÈLE
,	Fw	,
Perdiccas	Vvc	Perdiccas
me	Pp	JE
l'	Pp	IL
assure	Vvc	ASSURER
,	Fw	,
et	Cc	ET
c'	Pd	CE
est	Vuc	ÊTRE
lui	Pp	IL
dont	Pr	DONT
je	Pp	JE
tiens	Vvc	TENIR
Que	Vvc	Que
l'	Da	LE
Hymen	Nc	HYMEN
doit	Vvc	DEVOIR
unir	Vvn	UNIR
vos	Ds	VOTRE
feux	Nc	FEU|FEUX
avec	S	AVEC
les	Da	LE
siens	Ps	SIEN
;	Fw	;
J'	Vvc	J'
aurais	Vuc	AVOIR
peine	Nc	PEINE
à	S	À
le	Pp	IL
croire	Vvn	CROIRE
,	Fw	,
à	S	À
moins	Rg	MOINS
que	Cs	QUE
votre	Ds	VOTRE
bouche	Nc	BOUCHE
Ne	Ag	Ne
confirme	Vvc	CONFIRMER
elle-même	Pp	ELLE-MÊME
un	Dn	UN
Arrêt	Nc	Arrêt
qui	Pr	QUI
me	Pp	JE
touche	Vvc	TOUCHER
;	Fw	;
Parlez	Vvc	PARLER
qu'	Cs	QUE
en	Pp	EN
dites	Vvc	DIRE
-vous	Nc	-vous
?	Fs	?
...	Fs	...
Vous	Nc	Vous
ne	Rp	NE
répondez	Vvc	RÉPONDRE
pas	Rg	PAS
,	Fw	,
Madame	Nc	MADAME
...	Fs	...
Juste	Vvc	Juste
Ciel	Vvc	Ciel
!	Fs	!
Croirai	Vvc	CROIRE
-je	Nc	-je
Perdiccas	Vvc	Perdiccas
?	Fs	?
Sans	S	SANS
trop	Rg	TROP
vous	Pp	VOUS
expliquer	Vvn	EXPLIQUER
ici	Rg	ICI
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
pense	Vvc	PENSER
,	Fw	,
Vous	Nc	Vous
devriez	Vvc	DEVOIR
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
entendre	Vvn	ENTENDRE
mon	Ds	MON
silence	Nc	SILENCE
.	Fs	.
Je	Pp	JE
ne	Rp	NE
l'	Pp	IL
entends	Vvc	ENTENDRE
que	Rg	QUE
trop	Rg	TROP
ce	Dd	CE
silence	Nc	SILENCE
odieux	Ag	ODIEUX
,	Fw	,
Mon	Nc	Mon
rival	Ag	RIVAL
a	Vuc	AVOIR
charmé	Ge	CHARMER
votre	Ds	VOTRE
coeur	Nc	CUR
et	Cc	ET
vos	Ds	VOTRE
yeux	Nc	OEIL|YEUX
.	Fs	.
Ah	I	AH
!	Fs	!
Tantôt	Vvc	Tantôt
j'	Pp	JE
en	Pp	EN
frémis	Vvc	FRÉMIR
;	Fw	;
avec	S	AVEC
quelle	Dt	QUEL
tendresse	Nc	TENDRESSE
A-t-il	Ga	A-t-il
volé	Ge	VOLER
lui-même	Pp	LUI-MÊME
auprès	Rg	AUPRÈS
de	S	DE
sa	Ds	SON
Maîtresse	Nc	Maîtresse
?	Fs	?
De	S	DE
quel	Dt	QUEL
feu	Nc	FEU
son	Ds	SON
visage	Nc	VISAGE
était-il	Ga	était-il
enflammé	Ge	ENFLAMMER
!	Fs	!
Il	Pp	IL
combattait	Vvc	COMBATTRE
trop	Rg	TROP
bien	Rg	BIEN
,	Fw	,
pour	S	POUR
n'	Rp	NE
être	Vun	ÊTRE
pas	Rg	PAS
aimé	Ge	AIMER
.	Fs	.
Quoi	Pt	QUE|QUOI
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
ses	Ds	SON
soins	Nc	SOIN
pendant	S	PENDANT
ma	Ds	MON
longue	Ag	LONG
absence	Nc	ABSENCE
Ont	Vvc	Ont
-ils	Vvn	-ils
...	Fs	...
Garderez	Vvc	GARDER
-vous	Vvn	-vous
ce	Dd	CE
funeste	Ag	FUNESTE
silence	Nc	SILENCE
,	Fw	,
Madame	Nc	MADAME
?	Fs	?
Hélas	Vvc	Hélas
!	Fs	!
Seigneur	Nc	SEIGNEUR
,	Fw	,
elle	Pp	IL
a	Vuc	AVOIR
d'	Dn	UN
autres	Ag	AUTRE
desseins	Nc	DESSEIN
,	Fw	,
Il	Vvc	Il
faut	Vvc	FAILLIR|FALLOIR
qu'	Cs	QUE
elle	Pp	IL
aime	Vvc	AIMER
ailleurs	Rg	AILLEURS
;	Fw	;
vous	Pp	VOUS
l'	Pp	IL
aimez	Vvc	AIMER
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
plains	Vvc	PLAINDRE
.	Fs	.
Je	Pp	JE
vous	Pp	VOUS
entends	Vvc	ENTENDRE
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
et	Cc	ET
la	Da	LE
Reine	Nc	REINE|ROI
infidèle	Ag	INFIDÈLE
Me	Vvc	Me
sacrifie	Vvc	SACRIFIER
après	S	APRÈS
ce	Pd	CE
que	Pr	QUE
j'	Pp	JE
ai	Vuc	AVOIR
fait	Ge	FAIRE
pour	S	POUR
elle	Pp	IL
.	Fs	.
Quand	Cs	QUAND
on	Pp	ON
se	Pp	IL
tait	Vvc	TAIRE
hélas	Vvc	HÉLER
!	Fs	!
C'	Pd	CE
est	Vuc	ÊTRE
parler	Vvn	PARLER
à	S	À
demi	Nc	DEMI
;	Fw	;
Dieux	Ag	Dieux
!	Fs	!
Elle	Pp	IL
me	Pp	JE
préfère	Vvc	PRÉFÉRER
un	Dn	UN
mortel	Ag	MORTEL
Ennemi	Nc	ENNEMI
,	Fw	,
À	Nc	À
son	Ds	SON
coeur	Nc	CUR
Perdiccas	Vvc	Perdiccas
malgré	S	MALGRÉ
moi	Pp	JE
peut	Vvc	POUVOIR
prétendre	Vvn	PRÉTENDRE
,	Fw	,
Moi	Vvc	Moi
qui	Pr	QUI
n'	Rp	NE
eus	Vuc	AVOIR
autrefois	Rg	AUTREFOIS
pour	S	POUR
rival	Nc	RIVAL
qu'	Pr	QUE
Alexandre	Vvc	Alexandre
;	Fw	;
À	Nc	À
moi-même	Pp	LUI-MÊME
pour	S	POUR
vous	Pp	VOUS
je	Pp	JE
l'	Pp	IL
avais	Vuc	AVOIR
préféré	Ge	PRÉFÉRER
,	Fw	,
Cependant	Ga	Cependant
votre	Ds	VOTRE
coeur	Nc	CUR
en	Pp	EN
avait	Vuc	AVOIR
soupiré	Ge	SOUPIRER
,	Fw	,
Et	Vvc	Et
ces	Dd	CE
tendres	Ag	TENDRE
soupirs	Nc	SOUPIR
,	Fw	,
où	Pr	OÙ
mon	Ds	MON
espoir	Nc	ESPOIR
se	Pp	IL
fonde	Vvc	FONDER|FONDRE
,	Fw	,
Me	Vvc	Me
rendaient	Vvc	RENDRE
plus	Rg	PLUS
heureux	Ag	HEUREUX
que	Cs	QUE
le	Da	LE
Maître	Nc	Maître
du	S+Da	DE+LE
Monde	Nc	MONDE
.	Fs	.
Il	Pp	IL
m'	Pp	JE
en	Pp	EN
souvient	Vvc	SOUVENIR
hélas	Vvc	HÉLER
!	Fs	!
Mais	Cc	MAIS
vous	Pp	VOUS
en	Pp	EN
soupirez	Vvc	SOUPIRER
,	Fw	,
Que	Vvc	Que
vois	Vvc	ALLER|VOIR
-je	Nc	-je
,	Fw	,
juste	Rg	JUSTE
Dieux	Ag	Dieux
!	Fs	!
Madame	Nc	MADAME
,	Fw	,
vous	Pp	VOUS
pleurez	Vvc	PLEURER
,	Fw	,
Pourquoi	Vvc	Pourquoi
me	Pp	JE
cachez	Vvc	CACHER
-vous	Vvn	-vous
ces	Dd	CE
larmes	Nc	LARME
que	Pr	QUE
j'	Pp	JE
adore	Vvc	ADORER
?	Fs	?
Mais	Cc	MAIS
quel	Dt	QUEL
est	Vuc	ÊTRE
ce	Dd	CE
mystère	Nc	MYSTÈRE
,	Fw	,
et	Cc	ET
faut-il	Vvc	faut-il
que	Cs	QUE
j'	Pp	JE
ignore	Vvc	IGNORER
...	Fs	...
Un	Vvc	Un
secret	Ag	SECRET
...	Fs	...
Non	Vvc	Non
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
ne	Rp	NE
vous	Pp	VOUS
y	Pp	Y
trompez	Vvc	TROMPER
pas	Rg	PAS
,	Fw	,
Au	Vvc	Au
